customer_id,gender,age,has_partner,has_dependents,tenure_months,contract_type,internet_service,phone_service,online_security,online_backup,streaming_tv,payment_method,monthly_charges,total_charges,num_support_tickets,churn
CUST-02889,Male,40,No,Yes,3,Month-to-month,Fiber optic,Yes,No,Yes,No,Mailed check,125.15,398.06,1,Yes
CUST-02890,Female,36,No,No,15,Month-to-month,None,No,No,No,No,Bank transfer,20.57,299.67,2,No
CUST-02891,Female,55,Yes,No,38,Two year,DSL,No,Yes,No,No,Bank transfer,66.82,2419.36,1,No
CUST-02892,Female,54,No,No,1,Month-to-month,Fiber optic,No,Yes,No,No,Bank transfer,92.24,92.24,4,Yes
CUST-02893,Female,55,No,No,57,Two year,DSL,Yes,No,No,No,Credit card,75.71,4374.54,2,Yes
CUST-02894,Female,40,No,No,26,One year,Fiber optic,Yes,No,No,No,Bank transfer,108.16,3188.08,4,No
CUST-02895,Female,61,No,No,3,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,93.32,279.22,3,Yes
CUST-02896,Male,32,No,No,42,One year,DSL,No,Yes,Yes,No,Electronic check,71.84,2983.6,3,No
CUST-02897,Male,30,No,No,19,Two year,Fiber optic,Yes,Yes,No,Yes,Mailed check,119.71,2466.67,2,No
CUST-02898,Female,44,Yes,Yes,58,Month-to-month,None,Yes,No,No,No,Electronic check,38.71,2231.66,2,No
CUST-02899,Male,33,No,No,16,Month-to-month,DSL,Yes,No,Yes,Yes,Mailed check,72.91,1167.91,2,No
CUST-02900,Female,44,Yes,No,5,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,134.34,660.95,2,Yes
CUST-02901,Female,39,No,No,72,Two year,DSL,No,No,Yes,No,Electronic check,53.28,3595.02,0,No
CUST-02902,Female,24,No,Yes,27,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Mailed check,112.26,3189.1,5,Yes
CUST-02903,Male,41,No,No,44,Two year,None,Yes,No,No,No,Electronic check,35.38,1459.01,2,No
CUST-02904,Female,72,No,No,7,One year,Fiber optic,Yes,Yes,No,Yes,Electronic check,139.17,1008.89,3,No
CUST-02905,Male,42,No,No,22,Month-to-month,DSL,Yes,No,No,No,Bank transfer,77.06,1761.14,2,No
CUST-02906,Female,35,Yes,No,72,Two year,Fiber optic,Yes,Yes,Yes,No,Electronic check,89.59,6651.83,2,No
CUST-02907,Male,49,No,No,9,Month-to-month,DSL,Yes,No,No,No,Bank transfer,66.17,647.9,1,Yes
CUST-02908,Female,75,Yes,No,51,Two year,Fiber optic,Yes,Yes,Yes,No,Mailed check,122.38,6282.49,3,No
CUST-02909,Female,34,Yes,Yes,72,Month-to-month,Fiber optic,Yes,No,No,No,Mailed check,91.54,7001.43,1,No
CUST-02910,Female,60,No,No,24,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,74.45,1707.2,5,No
CUST-02911,Female,29,Yes,Yes,5,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,116.5,545.96,0,No
CUST-02912,Male,35,No,No,24,Month-to-month,None,Yes,No,No,No,Mailed check,38.01,860.29,3,No
CUST-02913,Male,38,No,Yes,45,One year,DSL,Yes,No,No,No,Credit card,64.13,3004.23,4,No
CUST-02914,Male,37,Yes,Yes,7,Month-to-month,DSL,Yes,No,No,No,Mailed check,61.41,445.35,4,No
CUST-02915,Male,43,Yes,No,64,Two year,None,Yes,No,No,No,Bank transfer,39.48,2196.48,1,No
CUST-02916,Female,30,Yes,No,46,Two year,DSL,Yes,No,No,Yes,Credit card,82.94,3602.04,1,No
CUST-02917,Female,29,No,No,10,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,114.87,1127.96,2,Yes
CUST-02918,Female,76,Yes,Yes,2,Month-to-month,DSL,Yes,No,Yes,Yes,Bank transfer,75.62,155.26,0,Yes
CUST-02919,Female,44,Yes,No,11,Month-to-month,Fiber optic,Yes,No,Yes,No,Credit card,102.12,1193.89,1,No
CUST-02920,Male,49,Yes,No,59,One year,Fiber optic,No,Yes,No,No,Credit card,90.82,5433.73,3,No
CUST-02921,Female,59,Yes,No,7,Month-to-month,DSL,Yes,No,No,No,Mailed check,70.49,440.65,2,No
CUST-02922,Male,43,Yes,No,29,Two year,DSL,Yes,No,Yes,Yes,Credit card,80.4,2349.02,0,No
CUST-02923,Female,56,No,No,32,One year,DSL,Yes,No,No,Yes,Credit card,80.92,2622.94,1,No
CUST-02924,Male,49,No,No,5,Month-to-month,DSL,Yes,No,No,No,Bank transfer,68.96,349.06,2,No
CUST-02925,Female,41,No,No,59,Two year,DSL,Yes,No,Yes,No,Electronic check,78.51,4498.62,3,No
CUST-02926,Male,49,No,Yes,22,One year,DSL,Yes,No,No,Yes,Mailed check,74.89,1751.56,2,No
CUST-02927,Female,31,Yes,Yes,12,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Electronic check,101.54,1164.19,3,Yes
CUST-02928,Female,33,No,No,24,Month-to-month,None,Yes,No,No,No,Credit card,43.47,1018.98,3,No
CUST-02929,Female,34,No,No,50,Two year,None,Yes,No,No,No,Electronic check,38.55,1973.17,3,No
CUST-02930,Male,53,No,No,65,Two year,DSL,Yes,No,No,Yes,Mailed check,79.97,5237.04,3,No
CUST-02931,Female,70,No,No,19,Month-to-month,None,Yes,No,No,No,Electronic check,36.68,647.77,3,Yes
CUST-02932,Female,30,Yes,Yes,1,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Electronic check,79.57,79.57,1,No
CUST-02933,Female,69,No,No,48,Two year,DSL,Yes,Yes,No,No,Mailed check,86.31,4231.88,1,No
CUST-02934,Male,32,Yes,No,60,One year,DSL,Yes,No,No,No,Mailed check,70.73,4422.43,0,No
CUST-02935,Female,60,Yes,Yes,36,Two year,DSL,No,No,No,Yes,Mailed check,52.08,2005.34,4,No
CUST-02936,Male,45,No,No,45,One year,Fiber optic,Yes,No,No,Yes,Credit card,93.86,4500.19,2,Yes
CUST-02937,Male,85,No,No,5,Month-to-month,Fiber optic,Yes,No,No,No,Mailed check,108.46,562.03,3,Yes
CUST-02938,Female,27,Yes,No,29,One year,Fiber optic,Yes,No,No,Yes,Electronic check,119.84,3388.77,1,No
CUST-02939,Female,37,Yes,No,32,Month-to-month,None,Yes,No,No,No,Electronic check,37.24,1132.17,2,No
CUST-02940,Female,40,Yes,No,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Bank transfer,108.46,109.95,5,No
CUST-02941,Male,41,No,No,63,Two year,DSL,Yes,No,No,No,Bank transfer,72.81,4942.11,0,No
CUST-02942,Male,45,No,Yes,37,One year,DSL,Yes,No,No,No,Bank transfer,71.24,2575.94,2,No
CUST-02943,Female,57,No,No,34,Two year,DSL,Yes,Yes,No,No,Electronic check,89.71,3239.56,3,No
CUST-02944,Female,45,Yes,No,49,One year,DSL,Yes,No,Yes,Yes,Credit card,86.53,4384.18,1,No
CUST-02945,Female,42,Yes,No,54,One year,Fiber optic,Yes,No,Yes,No,Electronic check,103.8,5602.09,3,No
CUST-02946,Female,55,Yes,No,11,Month-to-month,Fiber optic,Yes,No,Yes,No,Credit card,111.12,1286.29,1,No
CUST-02947,Female,42,Yes,No,43,One year,Fiber optic,Yes,No,No,No,Mailed check,96.92,4393.97,4,No
CUST-02948,Female,18,Yes,No,58,Two year,Fiber optic,Yes,No,No,No,Mailed check,93.2,5212.3,3,No
CUST-02949,Female,42,Yes,No,42,Two year,Fiber optic,Yes,No,No,No,Credit card,70.62,3048.6,4,No
CUST-02950,Female,39,No,No,29,One year,None,Yes,No,No,No,Electronic check,37.06,1069.78,1,Yes
CUST-02951,Female,45,Yes,Yes,4,Month-to-month,DSL,Yes,No,No,No,Electronic check,73.49,296.99,1,Yes
CUST-02952,Male,29,Yes,No,26,One year,Fiber optic,Yes,Yes,Yes,Yes,Bank transfer,127.43,3196.62,1,No
CUST-02953,Female,18,No,No,63,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,87.91,5820.23,1,No
CUST-02954,Male,71,No,Yes,2,Month-to-month,DSL,Yes,No,No,No,Electronic check,72.39,152.21,3,No
CUST-02955,Female,65,No,No,36,One year,None,Yes,No,No,No,Credit card,30.9,1152.46,1,No
CUST-02956,Male,43,No,No,16,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,110.56,1878.66,3,Yes
CUST-02957,Male,37,Yes,No,6,Month-to-month,None,Yes,No,No,No,Mailed check,46.94,293.45,1,No
CUST-02958,Female,18,Yes,No,72,Month-to-month,None,Yes,No,No,No,Electronic check,40.75,2631.89,4,No
CUST-02959,Female,48,No,No,52,One year,Fiber optic,Yes,Yes,No,No,Mailed check,111.61,5626.12,2,No
CUST-02960,Male,44,No,No,5,Month-to-month,None,Yes,No,No,No,Bank transfer,39.71,188.64,1,No
CUST-02961,Male,45,No,No,13,One year,DSL,Yes,Yes,No,Yes,Electronic check,95.89,1206.95,2,No
CUST-02962,Female,37,No,No,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Credit card,133.34,251.92,2,Yes
CUST-02963,Male,42,No,No,58,Two year,None,Yes,No,No,No,Electronic check,42.26,2294.41,3,No
CUST-02964,Female,35,Yes,No,31,Month-to-month,DSL,Yes,No,Yes,No,Bank transfer,59.75,1783.41,1,No
CUST-02965,Male,54,Yes,Yes,51,Two year,Fiber optic,Yes,No,No,Yes,Bank transfer,113.93,5875.27,3,No
CUST-02966,Male,52,Yes,No,20,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Credit card,106.14,2140.91,5,Yes
CUST-02967,Female,29,No,Yes,31,One year,None,Yes,No,No,No,Bank transfer,41.18,1226.01,0,No
CUST-02968,Male,44,No,No,13,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Bank transfer,111.4,1387.6,2,No
CUST-02969,Female,57,Yes,No,2,Month-to-month,DSL,Yes,No,Yes,Yes,Mailed check,98.0,199.56,3,Yes
CUST-02970,Female,50,Yes,No,41,One year,DSL,Yes,No,No,Yes,Bank transfer,94.63,3786.38,3,No
CUST-02971,Female,31,No,Yes,72,Two year,Fiber optic,Yes,Yes,Yes,No,Electronic check,99.72,7495.87,2,No
CUST-02972,Female,48,Yes,No,39,One year,Fiber optic,Yes,Yes,No,No,Mailed check,103.6,4402.02,4,No
CUST-02973,Male,69,Yes,No,60,Two year,None,Yes,No,No,No,Mailed check,35.41,2025.59,1,No
CUST-02974,Female,67,Yes,No,3,Month-to-month,Fiber optic,Yes,No,Yes,No,Credit card,92.95,291.13,2,Yes
CUST-02975,Female,44,Yes,Yes,39,Two year,Fiber optic,Yes,No,No,Yes,Electronic check,113.55,4435.44,5,No
CUST-02976,Female,75,No,No,64,One year,Fiber optic,Yes,No,No,Yes,Bank transfer,113.64,7528.88,5,No
CUST-02977,Female,39,No,No,11,One year,None,Yes,No,No,No,Credit card,33.03,356.9,1,No
CUST-02978,Female,33,Yes,Yes,51,Two year,Fiber optic,Yes,No,Yes,Yes,Credit card,87.45,4343.5,5,No
CUST-02979,Male,18,Yes,Yes,72,Two year,None,Yes,No,No,No,Electronic check,43.25,3308.48,2,No
CUST-02980,Male,40,No,No,8,Month-to-month,DSL,No,No,No,No,Mailed check,53.46,411.7,4,Yes
CUST-02981,Male,35,No,No,11,Month-to-month,DSL,Yes,No,No,No,Credit card,73.87,824.58,1,No
CUST-02982,Male,18,Yes,Yes,9,Month-to-month,Fiber optic,Yes,No,Yes,No,Mailed check,110.85,985.58,4,No
CUST-02983,Female,36,No,Yes,14,Month-to-month,DSL,No,No,Yes,No,Mailed check,53.1,753.42,2,No
CUST-02984,Male,50,No,No,17,Month-to-month,None,Yes,No,No,No,Bank transfer,40.38,713.75,3,No
CUST-02985,Male,48,No,No,22,Month-to-month,DSL,No,No,No,No,Bank transfer,42.1,977.47,2,No
CUST-02986,Male,49,Yes,No,24,One year,None,Yes,No,No,No,Electronic check,38.44,886.16,2,No
CUST-02987,Male,42,Yes,No,46,Two year,DSL,Yes,No,No,Yes,Mailed check,83.57,4191.61,1,No
CUST-02988,Male,52,Yes,No,72,Two year,DSL,Yes,No,No,No,Electronic check,74.32,5366.63,2,Yes
CUST-02989,Male,25,Yes,No,1,Month-to-month,None,Yes,No,No,No,Credit card,40.06,40.06,1,No
CUST-02990,Female,34,No,Yes,10,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,127.46,1253.66,3,Yes
CUST-02991,Female,68,Yes,No,22,One year,DSL,Yes,No,No,No,Bank transfer,70.11,1483.92,2,No
CUST-02992,Male,44,No,Yes,43,Month-to-month,Fiber optic,Yes,Yes,No,No,Mailed check,105.16,4744.46,4,Yes
CUST-02993,Female,59,No,Yes,12,One year,DSL,Yes,No,No,No,Credit card,65.2,782.15,2,No
CUST-02994,Male,40,No,Yes,31,One year,None,Yes,No,No,No,Credit card,38.72,1189.69,4,No
CUST-02995,Male,41,No,Yes,13,One year,DSL,Yes,Yes,No,No,Electronic check,73.73,896.07,3,No
CUST-02996,Male,59,Yes,No,23,Two year,DSL,No,Yes,No,No,Electronic check,59.25,1226.0,4,No
CUST-02997,Female,44,No,No,8,Month-to-month,DSL,Yes,Yes,Yes,No,Mailed check,90.31,724.64,5,No
CUST-02998,Male,47,Yes,No,8,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,105.81,898.6,5,Yes
CUST-02999,Female,39,No,No,40,One year,DSL,Yes,No,No,Yes,Electronic check,69.78,2649.8,0,Yes
CUST-03000,Female,52,Yes,No,19,One year,DSL,Yes,Yes,No,No,Bank transfer,87.88,1675.69,0,No
CUST-03001,Male,25,Yes,No,43,One year,Fiber optic,Yes,Yes,Yes,Yes,Bank transfer,136.74,5982.23,2,No
CUST-03002,Female,25,Yes,Yes,72,Two year,None,Yes,No,No,No,Electronic check,40.37,3055.12,2,No
CUST-03003,Female,66,Yes,No,34,One year,DSL,Yes,No,No,No,Electronic check,45.72,1612.95,1,No
CUST-03004,Male,39,No,No,66,Two year,None,Yes,No,No,No,Credit card,37.86,2798.79,2,No
CUST-03005,Female,44,Yes,No,60,Two year,Fiber optic,Yes,Yes,No,Yes,Bank transfer,134.68,7545.31,3,No
CUST-03006,Female,18,No,No,25,One year,None,Yes,No,No,No,Bank transfer,42.91,1114.7,1,No
CUST-03007,Female,66,No,No,72,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,115.59,7964.37,2,No
CUST-03008,Male,76,No,Yes,3,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Bank transfer,116.25,349.69,1,No
CUST-03009,Female,30,No,No,56,Two year,None,Yes,No,No,No,Electronic check,43.75,2475.18,4,No
CUST-03010,Female,57,Yes,Yes,12,Month-to-month,DSL,Yes,Yes,No,No,Mailed check,83.41,1034.2,3,Yes
CUST-03011,Female,26,No,Yes,11,Month-to-month,None,Yes,No,No,No,Electronic check,46.37,540.81,6,No
CUST-03012,Male,46,No,No,35,One year,DSL,Yes,Yes,No,No,Mailed check,82.08,2986.47,3,No
CUST-03013,Male,54,No,Yes,45,One year,None,Yes,No,No,No,Credit card,39.55,1899.0,1,No
CUST-03014,Female,49,No,No,6,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,137.09,781.8,5,Yes
CUST-03015,Male,53,Yes,Yes,31,Month-to-month,None,Yes,No,No,No,Bank transfer,34.81,1069.21,3,No
CUST-03016,Female,43,Yes,No,19,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,110.66,2221.97,5,Yes
CUST-03017,Female,54,Yes,No,4,Month-to-month,None,Yes,No,No,No,Credit card,36.63,151.86,1,No
CUST-03018,Male,32,No,No,60,One year,DSL,Yes,No,Yes,No,Electronic check,66.23,3696.75,1,No
CUST-03019,Female,67,Yes,No,48,One year,None,Yes,No,No,No,Electronic check,36.71,1781.99,2,No
CUST-03020,Female,49,No,Yes,28,Two year,Fiber optic,Yes,No,Yes,Yes,Electronic check,105.05,2738.24,1,No
CUST-03021,Female,62,Yes,No,33,One year,Fiber optic,Yes,No,No,No,Credit card,92.81,3285.28,5,No
CUST-03022,Male,23,No,Yes,59,Month-to-month,DSL,Yes,Yes,Yes,Yes,Electronic check,115.89,7109.67,3,Yes
CUST-03023,Male,28,Yes,Yes,49,Two year,Fiber optic,Yes,Yes,Yes,No,Credit card,118.39,5643.44,2,No
CUST-03024,Female,35,No,Yes,21,Month-to-month,DSL,Yes,No,Yes,No,Electronic check,80.61,1730.38,5,No
CUST-03025,Female,49,Yes,Yes,47,One year,DSL,Yes,Yes,No,No,Electronic check,93.44,4261.96,2,No
CUST-03026,Male,54,No,No,7,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,109.58,792.46,4,Yes
CUST-03027,Male,25,No,No,22,One year,Fiber optic,Yes,No,No,No,Credit card,108.98,2537.49,2,No
CUST-03028,Male,54,Yes,Yes,25,Month-to-month,DSL,Yes,No,No,Yes,Bank transfer,80.8,2138.99,2,Yes
CUST-03029,Male,29,Yes,Yes,1,One year,Fiber optic,Yes,Yes,No,No,Credit card,80.48,83.16,4,Yes
CUST-03030,Male,48,No,Yes,42,One year,Fiber optic,Yes,No,Yes,No,Bank transfer,103.15,4665.78,5,No
CUST-03031,Male,51,No,No,15,Month-to-month,DSL,Yes,No,No,No,Electronic check,67.1,1057.88,2,Yes
CUST-03032,Male,51,No,No,10,Month-to-month,None,No,No,No,No,Electronic check,18.0,166.58,5,No
CUST-03033,Female,22,Yes,No,2,Month-to-month,DSL,Yes,No,Yes,Yes,Credit card,70.77,139.24,1,No
CUST-03034,Male,45,No,No,1,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,90.66,92.43,2,No
CUST-03035,Male,28,No,Yes,47,One year,DSL,Yes,Yes,No,No,Credit card,86.58,4141.54,1,No
CUST-03036,Male,31,Yes,No,59,Two year,None,Yes,No,No,No,Bank transfer,44.25,2702.66,1,No
CUST-03037,Female,50,No,Yes,19,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,71.07,1302.18,1,No
CUST-03038,Female,66,Yes,Yes,12,Month-to-month,DSL,Yes,No,No,Yes,Credit card,83.43,984.29,3,Yes
CUST-03039,Male,36,Yes,Yes,38,Two year,DSL,Yes,No,Yes,No,Electronic check,68.76,2718.57,5,No
CUST-03040,Female,67,No,No,7,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,137.14,990.57,2,No
CUST-03041,Female,49,Yes,No,22,Month-to-month,Fiber optic,Yes,Yes,No,No,Electronic check,112.2,2366.9,2,Yes
CUST-03042,Male,20,Yes,No,34,One year,None,Yes,No,No,No,Bank transfer,43.0,1363.69,3,No
CUST-03043,Female,68,Yes,No,64,Two year,None,Yes,No,No,No,Electronic check,47.06,3019.19,2,No
CUST-03044,Female,34,Yes,Yes,30,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,108.02,3524.64,3,Yes
CUST-03045,Female,57,Yes,No,37,Two year,Fiber optic,Yes,Yes,No,No,Mailed check,95.87,3437.52,5,No
CUST-03046,Male,49,No,Yes,6,Month-to-month,DSL,No,Yes,Yes,Yes,Bank transfer,90.54,550.07,4,No
CUST-03047,Female,60,Yes,No,1,Month-to-month,Fiber optic,Yes,Yes,No,No,Electronic check,104.69,106.72,3,Yes
CUST-03048,Female,18,Yes,No,63,Two year,Fiber optic,Yes,Yes,No,Yes,Mailed check,134.29,9441.92,3,No
CUST-03049,Male,29,Yes,No,72,Two year,None,Yes,No,No,No,Credit card,38.5,2772.28,3,No
CUST-03050,Female,48,Yes,No,13,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,111.87,1421.8,3,Yes
CUST-03051,Female,27,No,No,44,One year,DSL,No,Yes,Yes,No,Credit card,66.64,2907.89,2,No
CUST-03052,Male,53,Yes,No,49,Two year,None,Yes,No,No,No,Credit card,45.35,2369.34,3,No
CUST-03053,Male,63,No,No,3,Month-to-month,None,Yes,No,No,No,Electronic check,36.56,107.25,0,Yes
CUST-03054,Male,63,Yes,No,26,Two year,None,Yes,No,No,No,Bank transfer,45.6,1228.0,1,No
CUST-03055,Female,53,No,No,17,Month-to-month,None,Yes,No,No,No,Credit card,38.0,614.96,3,No
CUST-03056,Female,45,Yes,No,72,Two year,DSL,Yes,No,No,Yes,Bank transfer,85.26,5827.19,2,No
CUST-03057,Male,36,No,No,25,One year,Fiber optic,Yes,Yes,Yes,No,Credit card,147.11,3656.68,3,No
CUST-03058,Male,50,No,No,12,Month-to-month,DSL,Yes,No,Yes,No,Bank transfer,79.6,988.16,3,Yes
CUST-03059,Female,25,No,No,6,Month-to-month,None,Yes,No,No,No,Electronic check,34.65,192.3,1,No
CUST-03060,Female,33,Yes,No,4,Month-to-month,None,Yes,No,No,No,Credit card,42.29,161.27,1,No
CUST-03061,Male,45,Yes,No,40,Month-to-month,DSL,Yes,No,No,Yes,Bank transfer,81.71,3142.9,1,No
CUST-03062,Male,47,Yes,Yes,1,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,66.39,67.78,3,Yes
CUST-03063,Male,65,Yes,Yes,31,One year,Fiber optic,Yes,No,No,No,Credit card,95.42,3191.35,3,No
CUST-03064,Male,18,Yes,Yes,3,Month-to-month,DSL,Yes,Yes,No,No,Credit card,79.47,253.31,2,No
CUST-03065,Male,61,Yes,No,44,One year,None,Yes,No,No,No,Credit card,42.62,1930.86,2,No
CUST-03066,Female,35,No,No,56,Two year,None,Yes,No,No,No,Bank transfer,38.33,2069.27,1,No
CUST-03067,Female,47,No,No,68,Two year,DSL,Yes,No,No,Yes,Electronic check,95.03,6481.18,0,No
CUST-03068,Female,22,No,No,7,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,95.45,677.9,2,Yes
CUST-03069,Female,36,No,No,14,Month-to-month,DSL,Yes,No,Yes,No,Credit card,91.83,1337.41,0,Yes
CUST-03070,Male,41,Yes,No,72,Two year,DSL,Yes,No,No,Yes,Credit card,94.42,6479.7,2,No
CUST-03071,Male,52,No,No,32,One year,DSL,Yes,Yes,Yes,Yes,Electronic check,89.54,2887.3,2,No
CUST-03072,Male,52,No,No,1,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,103.41,111.32,3,Yes
CUST-03073,Female,53,No,No,26,One year,None,Yes,No,No,No,Mailed check,33.06,830.61,0,No
CUST-03074,Male,29,No,Yes,20,One year,DSL,Yes,No,No,Yes,Bank transfer,98.75,2001.17,3,No
CUST-03075,Male,26,Yes,Yes,20,Month-to-month,Fiber optic,Yes,No,Yes,No,Credit card,90.23,1702.3,1,Yes
CUST-03076,Male,41,No,Yes,22,Month-to-month,DSL,Yes,Yes,No,No,Mailed check,83.58,1962.73,5,No
CUST-03077,Female,56,Yes,No,15,Month-to-month,None,Yes,No,No,No,Credit card,43.29,695.67,3,No
CUST-03078,Female,55,No,No,25,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,72.54,1895.36,0,No
CUST-03079,Female,43,No,No,3,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,87.43,257.67,1,Yes
CUST-03080,Female,55,No,Yes,29,Month-to-month,None,Yes,No,No,No,Credit card,31.06,847.31,0,No
CUST-03081,Male,35,No,No,51,Two year,None,Yes,No,No,No,Electronic check,37.42,1843.04,4,No
CUST-03082,Female,49,Yes,Yes,31,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,116.71,3629.99,4,No
CUST-03083,Male,47,No,No,26,Two year,None,Yes,No,No,No,Electronic check,44.47,1068.38,4,No
CUST-03084,Male,55,Yes,Yes,9,Month-to-month,None,Yes,No,No,No,Bank transfer,40.82,380.84,2,No
CUST-03085,Male,49,No,No,26,Month-to-month,DSL,Yes,No,Yes,No,Credit card,78.1,2036.08,4,No
CUST-03086,Male,50,No,No,57,Two year,Fiber optic,Yes,No,Yes,No,Electronic check,79.0,4040.66,2,No
CUST-03087,Male,61,No,No,3,Month-to-month,Fiber optic,Yes,No,No,Yes,Mailed check,107.53,333.13,3,Yes
CUST-03088,Female,62,No,No,11,One year,DSL,No,No,Yes,Yes,Credit card,67.16,804.03,1,No
CUST-03089,Female,18,No,No,14,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,80.87,1175.06,0,Yes
CUST-03090,Female,52,No,Yes,49,One year,Fiber optic,Yes,Yes,Yes,No,Bank transfer,108.73,4766.43,6,No
CUST-03091,Female,18,Yes,No,48,Month-to-month,DSL,Yes,No,No,No,Bank transfer,62.62,3116.64,3,No
CUST-03092,Male,32,Yes,No,15,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,107.73,1670.6,2,Yes
CUST-03093,Male,27,No,No,29,One year,None,Yes,No,No,No,Mailed check,34.56,980.49,2,Yes
CUST-03094,Female,58,Yes,No,6,Month-to-month,None,Yes,No,No,No,Mailed check,41.71,248.18,1,No
CUST-03095,Male,44,Yes,Yes,14,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,132.28,1736.05,4,Yes
CUST-03096,Male,29,No,No,29,Month-to-month,Fiber optic,Yes,Yes,No,No,Credit card,102.17,3103.14,1,No
CUST-03097,Male,51,No,No,72,Two year,DSL,Yes,No,No,Yes,Electronic check,85.52,6083.18,1,No
CUST-03098,Female,77,Yes,Yes,38,One year,Fiber optic,Yes,Yes,No,No,Electronic check,86.33,3219.53,2,No
CUST-03099,Male,43,Yes,No,45,One year,None,Yes,No,No,No,Electronic check,41.01,1834.13,1,No
CUST-03100,Female,53,No,No,53,Two year,DSL,Yes,Yes,No,Yes,Electronic check,84.88,5036.16,3,No
CUST-03101,Female,34,No,No,3,Month-to-month,DSL,No,No,Yes,Yes,Electronic check,66.81,205.66,2,Yes
CUST-03102,Male,38,No,No,30,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,100.71,2853.5,6,Yes
CUST-03103,Female,43,No,No,16,Month-to-month,None,Yes,No,No,No,Electronic check,33.1,518.93,1,No
CUST-03104,Male,59,No,No,36,One year,None,Yes,No,No,No,Credit card,38.71,1379.42,1,No
CUST-03105,Female,58,Yes,No,71,One year,Fiber optic,Yes,No,No,No,Electronic check,111.37,8407.27,3,No
CUST-03106,Male,51,Yes,No,28,One year,DSL,Yes,Yes,No,No,Bank transfer,90.01,2636.99,1,No
CUST-03107,Female,41,No,No,1,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,95.77,96.86,3,Yes
CUST-03108,Female,59,No,No,8,Month-to-month,Fiber optic,Yes,No,Yes,No,Mailed check,112.51,942.71,3,Yes
CUST-03109,Male,76,Yes,Yes,72,Two year,None,Yes,No,No,No,Bank transfer,34.76,2368.17,2,No
CUST-03110,Male,34,No,No,54,Two year,None,Yes,No,No,No,Mailed check,40.34,2212.86,1,No
CUST-03111,Female,40,Yes,No,24,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Electronic check,116.75,2844.17,2,No
CUST-03112,Female,31,No,No,14,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,101.94,1359.77,1,No
CUST-03113,Male,60,No,No,72,Two year,Fiber optic,Yes,No,Yes,Yes,Electronic check,102.77,6969.19,5,No
CUST-03114,Male,41,No,Yes,35,One year,DSL,Yes,No,Yes,Yes,Mailed check,89.79,3134.94,3,No
CUST-03115,Female,18,Yes,No,55,Two year,None,Yes,No,No,No,Mailed check,40.15,2228.68,0,No
CUST-03116,Female,47,No,No,56,Two year,None,Yes,No,No,No,Mailed check,38.46,2262.4,2,No
CUST-03117,Female,45,No,No,16,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,94.9,1495.19,5,Yes
CUST-03118,Female,40,Yes,Yes,17,One year,Fiber optic,Yes,Yes,No,Yes,Credit card,112.83,1981.6,5,No
CUST-03119,Male,60,Yes,Yes,35,Two year,None,Yes,No,No,No,Electronic check,38.7,1300.91,1,No
CUST-03120,Male,49,Yes,No,60,One year,Fiber optic,Yes,Yes,No,Yes,Mailed check,124.61,7434.17,2,No
