marque,modele,annee,kilometrage,carburant,transmission,puissance_cv,nb_portes,couleur,nb_proprietaires,prix
Renault,Kadjar,2020,46597,Diesel,Manuelle,70,3,Noir,3,14800
Volkswagen,T-Roc,2021,33878,Diesel,Automatique,162,5,Rouge,3,18200
Mercedes,GLA,2020,38832,Diesel,Manuelle,139,5,Rouge,3,23900
Citroen,C5 Aircross,2021,52590,Hybride,Manuelle,129,5,Blanc,2,22900
BMW,X1,2023,24995,Diesel,Automatique,172,3,Rouge,2,35400
BMW,Serie 1,2016,50373,Essence,Manuelle,91,5,Rouge,2,13700
Mercedes,GLC,2015,127210,Electrique,Manuelle,139,5,Argent,4,21300
Citroen,C5 Aircross,2017,131748,Diesel,Manuelle,133,5,Noir,1,13700
Toyota,RAV4,2020,20577,Diesel,Automatique,90,3,Bleu,3,18300
Audi,A4,2023,12758,Essence,Manuelle,144,5,Blanc,1,32300
BMW,X1,2019,64947,Diesel,Manuelle,137,5,Blanc,1,20400
Volkswagen,Polo,2022,16895,Essence,Automatique,187,5,Vert,2,19500
Citroen,C5 Aircross,2015,162058,Diesel,Automatique,175,5,Rouge,2,12800
Citroen,C3 Aircross,2017,84160,Essence,Automatique,95,5,Rouge,1,10000
Toyota,Corolla,2023,3938,Essence,Manuelle,112,5,Argent,1,21800
Volkswagen,Golf,2018,56802,Essence,Automatique,214,5,Argent,1,18600
Citroen,C4,2015,170393,Essence,Manuelle,149,5,Rouge,1,9300
Toyota,Yaris,2019,75383,Hybride,Manuelle,75,5,Noir,2,10200
Audi,A1,2018,133256,Electrique,Manuelle,107,5,Noir,1,12700
Toyota,Corolla,2018,122763,Essence,Automatique,70,5,Vert,1,12000
Volkswagen,Passat,2015,52988,Diesel,Manuelle,189,5,Rouge,2,16100
Renault,Scenic,2023,17908,Diesel,Automatique,106,5,Blanc,1,28700
Volkswagen,Golf,2017,142741,Essence,Manuelle,123,3,Vert,2,9700
Mercedes,GLA,2021,56911,Diesel,Manuelle,202,5,Rouge,2,28100
Citroen,C3 Aircross,2019,68636,Diesel,Manuelle,159,5,Bleu,2,12500
BMW,X1,2023,8795,Essence,Manuelle,265,5,Argent,4,30200
Volkswagen,Golf,2019,80974,Diesel,Automatique,119,5,Gris,2,17700
Peugeot,5008,2015,153064,Hybride,Automatique,110,5,Noir,3,14700
Toyota,RAV4,2019,133175,Diesel,Manuelle,114,5,Rouge,1,18300
Citroen,C4,2016,80183,Diesel,Manuelle,70,3,Bleu,3,7800
BMW,Serie 3,2017,76294,Essence,Automatique,105,3,Vert,1,18900
Volkswagen,Polo,2017,89411,Diesel,Manuelle,79,3,Rouge,2,9100
Renault,Kadjar,2024,2509,Essence,Manuelle,123,5,Bleu,2,24200
Renault,Kadjar,2023,15290,Essence,Manuelle,160,5,Argent,1,23900
Toyota,Corolla,2016,92505,Hybride,Automatique,168,5,Blanc,3,12700
Audi,Q5,2016,94970,Hybride,Automatique,112,5,Bleu,2,21200
Citroen,C5 Aircross,2024,100,Essence,Automatique,88,3,Rouge,1,26800
Citroen,C3 Aircross,2016,176372,Diesel,Automatique,140,5,Blanc,1,9500
Citroen,C4,2024,100,Hybride,Manuelle,93,5,Vert,3,22500
Peugeot,2008,2020,60312,Electrique,Automatique,93,5,Argent,1,18200
Peugeot,5008,2023,17360,Essence,Automatique,82,5,Vert,2,26700
Toyota,Corolla,2017,101909,Essence,Automatique,179,5,Bleu,2,12800
Peugeot,3008,2016,114084,Hybride,Manuelle,117,5,Bleu,2,13600
Toyota,Yaris,2022,31706,Diesel,Manuelle,113,5,Bleu,2,13400
Volkswagen,T-Roc,2021,41590,Diesel,Manuelle,88,5,Bleu,2,16100
BMW,Serie 3,2016,226967,Electrique,Manuelle,235,5,Blanc,1,21600
Volkswagen,Golf,2019,81489,Diesel,Manuelle,137,3,Blanc,3,15900
BMW,Serie 3,2022,52612,Diesel,Automatique,196,3,Argent,3,35000
Audi,A4,2021,68332,Essence,Manuelle,185,5,Vert,1,27300
Mercedes,GLA,2015,141822,Essence,Manuelle,174,5,Bleu,1,14100
Citroen,C3 Aircross,2022,27195,Essence,Manuelle,87,5,Blanc,1,15300
BMW,X1,2018,112041,Diesel,Automatique,223,5,Noir,1,27400
Audi,A3,2022,28207,Electrique,Automatique,153,5,Gris,2,33600
Audi,A1,2020,83088,Essence,Manuelle,260,3,Argent,2,16500
BMW,X3,2022,30525,Essence,Automatique,228,5,Gris,3,40500
Mercedes,Classe A,2024,1668,Hybride,Manuelle,84,5,Noir,2,33600
Audi,A3,2024,2020,Diesel,Manuelle,181,5,Rouge,2,31600
Audi,A4,2021,45725,Essence,Manuelle,260,5,Argent,2,25300
Audi,Q3,2023,25642,Diesel,Manuelle,133,5,Noir,2,30200
Citroen,C3,2017,132050,Diesel,Manuelle,140,3,Noir,2,6400
Toyota,Yaris,2023,19394,Diesel,Manuelle,171,5,Argent,1,16500
Citroen,C4,2015,65589,Diesel,Automatique,112,3,Gris,1,9000
Volkswagen,Passat,2021,61864,Essence,Automatique,201,3,Blanc,2,25300
Volkswagen,Golf,2015,112865,Electrique,Manuelle,123,5,Argent,2,11800
Peugeot,308,2022,35864,Essence,Manuelle,127,5,Argent,2,17900
BMW,X1,2017,90579,Diesel,Manuelle,181,3,Blanc,3,15100
Renault,Captur,2019,80383,Hybride,Automatique,91,5,Rouge,1,14500
Audi,Q5,2016,109599,Hybride,Automatique,197,3,Bleu,1,26300
BMW,Serie 3,2022,38331,Hybride,Manuelle,186,5,Vert,2,41700
BMW,X3,2016,99956,Essence,Automatique,149,3,Gris,2,22200
BMW,X3,2017,136474,Essence,Manuelle,229,5,Argent,4,22200
Peugeot,2008,2024,195,Essence,Automatique,70,5,Blanc,3,20100
Mercedes,Classe C,2016,124341,Diesel,Manuelle,201,5,Argent,2,18000
Toyota,Corolla,2016,97571,Diesel,Automatique,70,5,Vert,2,11000
Renault,Kadjar,2019,51508,Electrique,Manuelle,109,5,Gris,1,16700
Renault,Scenic,2019,59227,Essence,Automatique,151,5,Vert,3,19000
Audi,Q5,2017,33479,Essence,Automatique,232,5,Rouge,1,29100
Renault,Clio,2018,104305,Essence,Automatique,112,5,Vert,3,8700
Volkswagen,T-Roc,2015,132658,Diesel,Automatique,169,5,Rouge,1,11500
Citroen,C5 Aircross,2020,77715,Hybride,Manuelle,115,5,Bleu,3,17600
Citroen,C3 Aircross,2020,26318,Essence,Manuelle,86,3,Gris,1,13600
Volkswagen,T-Roc,2019,68889,Hybride,Manuelle,126,5,Rouge,2,15300
Toyota,Corolla,2023,16768,Hybride,Automatique,128,5,Argent,1,25000
Renault,Kadjar,2021,44111,Essence,Manuelle,131,5,Rouge,1,19500
BMW,Serie 3,2024,2320,Essence,Manuelle,113,5,Rouge,2,38000
Toyota,RAV4,2023,25930,Diesel,Automatique,184,5,Argent,3,26900
Toyota,Corolla,2020,42920,Essence,Automatique,85,3,Argent,1,14100
Peugeot,308,2020,47920,Essence,Manuelle,82,5,Rouge,2,14900
Mercedes,Classe A,2022,45703,Essence,Automatique,120,5,Blanc,4,25100
Citroen,C3 Aircross,2016,160716,Diesel,Automatique,161,5,Rouge,2,8500
Volkswagen,Passat,2020,46403,Diesel,Manuelle,156,3,Gris,2,25000
Audi,A1,2023,20844,Essence,Manuelle,167,3,Noir,2,21500
Citroen,C5 Aircross,2020,71282,Diesel,Automatique,70,5,Gris,3,16900
Peugeot,5008,2024,1223,Essence,Manuelle,134,5,Noir,1,28800
Mercedes,Classe A,2017,123365,Essence,Manuelle,166,5,Rouge,2,13000
Mercedes,GLA,2023,15449,Essence,Manuelle,135,3,Noir,1,24900
Citroen,C5 Aircross,2015,120477,Essence,Automatique,117,3,Blanc,1,10700
Toyota,RAV4,2017,87819,Hybride,Manuelle,125,5,Rouge,3,14600
Toyota,RAV4,2019,72768,Hybride,Automatique,127,5,Blanc,1,21400
BMW,Serie 1,2018,66977,Essence,Manuelle,156,3,Blanc,2,12600
Peugeot,5008,2018,98784,Essence,Manuelle,91,5,Vert,3,14700
Renault,Clio,2016,121377,Hybride,Automatique,70,5,Argent,1,8100
Volkswagen,T-Roc,2019,60093,Essence,Manuelle,183,5,Vert,1,16100
BMW,X1,2018,79746,Diesel,Manuelle,127,5,Rouge,2,17800
BMW,Serie 3,2021,77104,Essence,Automatique,181,5,Vert,1,29800
Peugeot,208,2020,47263,Electrique,Manuelle,137,5,Bleu,2,13200
Audi,A3,2015,100811,Diesel,Automatique,153,5,Rouge,3,13600
Volkswagen,Golf,2019,105846,Electrique,Manuelle,114,3,Gris,2,15100
Mercedes,Classe A,2021,31997,Hybride,Manuelle,174,5,Noir,2,25600
Audi,A4,2015,201512,Hybride,Manuelle,276,5,Vert,3,16600
Renault,Kadjar,2019,109539,Essence,Manuelle,108,5,Blanc,1,14300
Peugeot,208,2020,82204,Hybride,Manuelle,88,5,Blanc,1,10200
Toyota,Corolla,2024,1465,Diesel,Manuelle,111,3,Noir,1,26500
Toyota,C-HR,2024,308,Essence,Manuelle,141,3,Bleu,1,24500
Peugeot,208,2022,11895,Electrique,Automatique,78,5,Vert,2,19200
BMW,X1,2017,153660,Essence,Manuelle,229,3,Rouge,4,15700
Audi,Q5,2016,130032,Essence,Manuelle,161,5,Blanc,2,18900
Peugeot,3008,2021,64335,Hybride,Manuelle,70,5,Bleu,1,20600
Peugeot,5008,2022,36746,Essence,Automatique,117,5,Gris,1,30000
Audi,A1,2024,2113,Diesel,Automatique,125,5,Noir,3,25700
BMW,X1,2021,14180,Hybride,Manuelle,177,5,Vert,1,33800
Peugeot,208,2017,31457,Hybride,Manuelle,70,5,Gris,2,9000
Mercedes,Classe A,2021,52716,Hybride,Manuelle,77,5,Noir,1,22500
Renault,Megane,2016,59987,Essence,Manuelle,138,5,Noir,3,9900
Audi,Q5,2024,100,Diesel,Manuelle,94,5,Argent,3,39100
Citroen,C4,2021,81056,Essence,Automatique,70,5,Rouge,1,11500
Peugeot,5008,2023,15661,Essence,Manuelle,88,5,Noir,1,28300
Renault,Clio,2023,23223,Hybride,Manuelle,85,5,Blanc,1,15200
Renault,Scenic,2022,32594,Diesel,Automatique,159,5,Bleu,1,23000
Volkswagen,Passat,2023,23444,Essence,Manuelle,125,5,Rouge,2,26800
Audi,Q5,2023,30111,Electrique,Automatique,215,5,Argent,4,48000
Peugeot,208,2018,35206,Essence,Automatique,104,3,Noir,3,9400
Mercedes,GLC,2023,3108,Essence,Automatique,220,5,Gris,4,53900
Citroen,C4,2024,623,Diesel,Manuelle,134,5,Gris,3,19700
BMW,X3,2024,1044,Diesel,Automatique,240,5,Vert,3,47400
Peugeot,5008,2021,47549,Essence,Manuelle,70,5,Argent,3,17900
BMW,X1,2023,11730,Essence,Manuelle,144,5,Argent,1,33200
Peugeot,3008,2021,40925,Hybride,Automatique,159,5,Rouge,1,23100
Citroen,C5 Aircross,2024,100,Diesel,Manuelle,128,5,Rouge,2,28900
Renault,Megane,2023,8818,Diesel,Automatique,142,3,Argent,1,23000
Audi,A1,2020,61238,Essence,Manuelle,172,5,Rouge,3,17200
Audi,A1,2023,10751,Diesel,Automatique,147,5,Rouge,1,25800
Audi,Q5,2015,125657,Essence,Automatique,306,5,Gris,1,20800
Volkswagen,Golf,2022,40358,Hybride,Automatique,156,5,Argent,3,19800
Audi,Q3,2019,61169,Hybride,Manuelle,113,5,Rouge,1,21200
Mercedes,GLA,2017,141007,Essence,Automatique,188,5,Argent,2,19200
Audi,A1,2017,87351,Hybride,Manuelle,173,5,Vert,2,15000
Peugeot,5008,2017,150988,Hybride,Automatique,119,5,Gris,2,16400
Audi,Q5,2019,78592,Hybride,Automatique,171,3,Blanc,1,33800
Volkswagen,T-Roc,2020,55423,Electrique,Automatique,117,5,Rouge,1,19500
Toyota,Yaris,2015,144663,Hybride,Automatique,104,5,Rouge,2,8600
Volkswagen,Golf,2024,100,Diesel,Manuelle,89,3,Rouge,1,25600
Volkswagen,Passat,2018,119301,Electrique,Automatique,90,5,Vert,2,21900
Peugeot,2008,2021,71578,Diesel,Manuelle,112,5,Noir,1,14100
BMW,Serie 1,2022,15275,Diesel,Automatique,175,5,Blanc,1,30900
Renault,Megane,2018,89629,Diesel,Manuelle,70,5,Gris,1,10900
Renault,Clio,2017,59096,Diesel,Automatique,142,3,Vert,3,9900
Audi,A3,2022,49113,Electrique,Manuelle,144,3,Bleu,2,31700
Audi,Q3,2022,26957,Essence,Automatique,163,3,Bleu,3,30200
Audi,A1,2018,115998,Essence,Manuelle,107,5,Blanc,1,12600
Citroen,C5 Aircross,2021,43747,Diesel,Manuelle,82,5,Argent,2,21300
Audi,A4,2023,7123,Essence,Manuelle,159,5,Noir,2,38700
Mercedes,Classe C,2015,197856,Diesel,Automatique,176,3,Noir,1,17300
Renault,Kadjar,2016,110695,Electrique,Automatique,88,5,Gris,2,14100
Audi,Q3,2017,71777,Essence,Automatique,191,5,Vert,2,18700
Toyota,Corolla,2021,51069,Essence,Automatique,79,5,Rouge,1,15800
BMW,Serie 1,2016,159924,Essence,Manuelle,76,5,Gris,2,10200
Volkswagen,Passat,2017,65815,Essence,Manuelle,141,5,Gris,1,15100
Mercedes,Classe A,2018,78623,Hybride,Automatique,206,5,Noir,3,20800
Peugeot,2008,2021,47021,Diesel,Automatique,108,5,Noir,1,16600
BMW,X3,2024,2764,Diesel,Manuelle,151,5,Argent,2,47300
Peugeot,308,2021,31187,Diesel,Manuelle,103,5,Bleu,1,17500
Toyota,C-HR,2021,42653,Essence,Automatique,136,5,Bleu,1,18600
Toyota,Corolla,2016,123369,Diesel,Manuelle,131,5,Argent,3,9200
BMW,Serie 3,2015,150448,Essence,Automatique,112,3,Bleu,3,13200
Peugeot,3008,2018,63524,Hybride,Automatique,147,5,Argent,3,18200
BMW,X1,2016,63654,Essence,Automatique,81,5,Argent,1,15200
BMW,Serie 3,2018,112877,Essence,Automatique,102,5,Bleu,1,19200
BMW,X3,2019,93167,Diesel,Manuelle,179,5,Rouge,1,30400
Citroen,C5 Aircross,2016,150133,Essence,Automatique,107,3,Rouge,1,12300
Volkswagen,Passat,2021,78257,Diesel,Manuelle,141,5,Blanc,4,24900
Renault,Captur,2015,157873,Diesel,Manuelle,128,5,Bleu,1,8900
Volkswagen,Tiguan,2016,75919,Diesel,Manuelle,134,5,Rouge,3,12200
BMW,Serie 1,2018,111004,Essence,Manuelle,242,5,Noir,2,18500
Mercedes,Classe A,2024,1291,Electrique,Manuelle,142,5,Blanc,1,43400
BMW,Serie 3,2021,53449,Essence,Manuelle,145,5,Rouge,2,26500
Toyota,Yaris,2019,61598,Diesel,Manuelle,113,5,Vert,3,10900
Renault,Captur,2017,135397,Essence,Manuelle,84,5,Rouge,1,9900
Citroen,C5 Aircross,2024,1261,Diesel,Manuelle,157,5,Noir,2,30100
Toyota,Corolla,2022,44570,Essence,Manuelle,88,5,Rouge,2,15700
Mercedes,Classe A,2022,35764,Essence,Automatique,146,5,Blanc,2,29100
Volkswagen,Passat,2024,1854,Electrique,Manuelle,144,5,Argent,1,42800
Toyota,Corolla,2019,75574,Hybride,Manuelle,139,5,Blanc,1,15400
Renault,Scenic,2020,46811,Essence,Automatique,106,5,Vert,2,21400
Volkswagen,T-Roc,2021,69294,Diesel,Manuelle,124,5,Bleu,1,17800
Mercedes,Classe C,2020,62744,Diesel,Manuelle,100,5,Noir,3,23400
BMW,Serie 3,2022,19930,Diesel,Automatique,157,5,Bleu,4,36700
Renault,Megane,2015,129418,Essence,Manuelle,122,5,Bleu,2,7900
Citroen,C4,2023,13082,Essence,Manuelle,98,5,Noir,1,18900
BMW,Serie 1,2016,65746,Diesel,Automatique,208,5,Vert,1,17000
Renault,Scenic,2019,73918,Electrique,Automatique,104,5,Vert,1,20500
Audi,Q3,2021,61246,Diesel,Manuelle,312,5,Rouge,1,31000
Peugeot,3008,2023,21833,Hybride,Manuelle,137,5,Noir,1,27600
Peugeot,208,2017,116921,Essence,Manuelle,130,5,Vert,3,7500
Volkswagen,Golf,2022,45402,Diesel,Manuelle,134,5,Blanc,2,20500
Peugeot,208,2020,45361,Essence,Manuelle,123,5,Vert,4,10400
BMW,Serie 1,2023,17811,Essence,Manuelle,220,3,Noir,1,27300
Audi,Q5,2019,61406,Essence,Manuelle,171,5,Argent,2,25100
Renault,Megane,2021,48653,Hybride,Automatique,133,5,Rouge,4,16400
Peugeot,2008,2022,9765,Diesel,Manuelle,70,5,Bleu,1,19700
Peugeot,208,2023,16201,Diesel,Manuelle,96,5,Noir,3,14000
Audi,Q5,2022,40613,Hybride,Manuelle,177,5,Noir,2,36900
Audi,A1,2015,87617,Hybride,Manuelle,174,5,Rouge,1,12700
Volkswagen,Polo,2015,205254,Essence,Automatique,170,5,Bleu,3,6400
Peugeot,308,2017,63317,Diesel,Automatique,120,5,Rouge,3,11700
Toyota,RAV4,2019,103737,Essence,Automatique,139,5,Gris,3,19200
Mercedes,GLA,2016,129155,Hybride,Manuelle,114,5,Vert,2,16000
Citroen,C3 Aircross,2019,62894,Diesel,Manuelle,111,3,Gris,1,13900
BMW,Serie 1,2017,88837,Essence,Manuelle,206,5,Argent,1,15400
Mercedes,GLC,2022,32549,Hybride,Manuelle,226,5,Argent,2,49200
Toyota,Yaris,2019,69145,Essence,Manuelle,111,5,Argent,3,10500
Renault,Kadjar,2023,16940,Hybride,Manuelle,127,5,Noir,1,23700
Audi,A1,2021,51359,Essence,Manuelle,133,5,Gris,2,18200
Citroen,C5 Aircross,2020,74342,Diesel,Manuelle,135,3,Rouge,1,18000
Peugeot,2008,2020,110883,Essence,Manuelle,127,5,Bleu,2,13500
BMW,X3,2019,82904,Electrique,Manuelle,166,5,Blanc,3,29700
Peugeot,2008,2016,105486,Electrique,Automatique,109,5,Noir,3,11300
Peugeot,208,2020,42368,Essence,Manuelle,70,5,Noir,3,11100
Volkswagen,Golf,2018,90897,Diesel,Manuelle,100,5,Noir,1,12200
Peugeot,2008,2023,9962,Hybride,Automatique,153,5,Gris,3,23500
Audi,A3,2016,196297,Essence,Manuelle,239,5,Argent,3,13400
Volkswagen,Tiguan,2024,100,Diesel,Manuelle,197,5,Vert,1,33500
Renault,Clio,2019,53530,Diesel,Automatique,134,5,Vert,2,11300
Citroen,C3,2015,61566,Essence,Automatique,136,5,Blanc,1,7000
Peugeot,5008,2020,70815,Essence,Automatique,108,5,Noir,3,21900
Mercedes,Classe A,2015,204877,Hybride,Automatique,107,5,Gris,4,12300
Peugeot,3008,2022,31455,Essence,Manuelle,91,5,Rouge,1,23000
Renault,Scenic,2016,127484,Diesel,Manuelle,88,3,Vert,1,10300
BMW,Serie 1,2020,61552,Essence,Manuelle,129,5,Rouge,3,16800
Citroen,C4,2024,100,Essence,Manuelle,85,3,Gris,1,21200
BMW,X3,2023,3667,Diesel,Automatique,192,5,Vert,3,48300
Toyota,Corolla,2017,125433,Diesel,Manuelle,117,5,Rouge,3,10800
Citroen,C5 Aircross,2024,2858,Diesel,Automatique,107,5,Bleu,2,29800
Audi,Q5,2019,106994,Essence,Automatique,247,5,Argent,3,30300
BMW,Serie 3,2022,30192,Diesel,Manuelle,119,5,Argent,3,33300
Renault,Scenic,2021,45610,Essence,Automatique,70,5,Vert,1,21600
Mercedes,Classe A,2016,173811,Essence,Manuelle,204,5,Argent,2,13500
Renault,Scenic,2017,74569,Hybride,Automatique,114,5,Bleu,1,16200
Citroen,C4,2023,26407,Electrique,Manuelle,73,5,Noir,3,20400
Mercedes,GLC,2018,62669,Essence,Automatique,172,5,Bleu,2,24400
Toyota,Corolla,2015,152579,Electrique,Automatique,79,5,Noir,1,11100
Audi,Q5,2015,216845,Diesel,Manuelle,172,5,Argent,2,15500
Mercedes,Classe C,2024,406,Essence,Manuelle,203,3,Gris,2,47500
Citroen,C3 Aircross,2019,101694,Diesel,Manuelle,123,5,Gris,2,10400
Toyota,Yaris,2020,18886,Essence,Automatique,162,5,Vert,1,13900
BMW,Serie 1,2015,182376,Essence,Manuelle,189,5,Argent,2,11700
Mercedes,GLC,2019,72728,Essence,Manuelle,131,3,Rouge,2,27400
Citroen,C3 Aircross,2017,118274,Hybride,Automatique,94,5,Gris,2,11000
Toyota,Corolla,2022,33987,Essence,Manuelle,94,5,Noir,2,18800
Audi,Q3,2016,158346,Essence,Manuelle,250,5,Rouge,2,14200
Peugeot,2008,2022,37244,Diesel,Manuelle,147,5,Vert,1,19900
Toyota,Yaris,2023,23808,Essence,Automatique,136,5,Blanc,1,13800
Peugeot,308,2022,29588,Hybride,Automatique,111,5,Gris,1,24300
Renault,Captur,2017,145811,Diesel,Automatique,161,3,Vert,1,9700
Mercedes,GLA,2022,45708,Diesel,Automatique,113,5,Blanc,2,26800
Renault,Scenic,2015,166226,Diesel,Automatique,159,5,Bleu,3,11400
Peugeot,308,2015,127081,Hybride,Manuelle,135,5,Vert,2,8600
Citroen,C3,2024,4765,Hybride,Manuelle,132,5,Rouge,3,17900
Mercedes,GLC,2022,30913,Hybride,Automatique,197,5,Bleu,1,46500
Peugeot,3008,2020,23783,Electrique,Manuelle,115,5,Noir,1,27600
Citroen,C5 Aircross,2020,54484,Essence,Automatique,109,5,Bleu,3,17200
Toyota,Corolla,2015,140526,Diesel,Automatique,116,5,Gris,1,10400
Mercedes,GLA,2015,192340,Hybride,Manuelle,201,3,Rouge,2,14100
BMW,X3,2018,80108,Diesel,Manuelle,86,5,Bleu,2,24000
Renault,Scenic,2021,53046,Hybride,Manuelle,100,5,Bleu,2,21600
Volkswagen,Passat,2015,96592,Hybride,Automatique,178,5,Vert,3,13900
Peugeot,3008,2024,321,Hybride,Automatique,98,5,Gris,1,31400
BMW,Serie 3,2019,91388,Diesel,Manuelle,240,5,Blanc,2,26800
Citroen,C3 Aircross,2021,45108,Hybride,Manuelle,131,5,Bleu,3,17500
Toyota,Yaris,2024,1261,Essence,Automatique,165,5,Bleu,1,20100
Toyota,Corolla,2017,195720,Hybride,Automatique,115,5,Blanc,1,12100
Renault,Scenic,2017,166782,Hybride,Manuelle,114,5,Vert,3,13900
Audi,Q5,2023,9873,Essence,Manuelle,164,5,Vert,1,40400
Toyota,Corolla,2024,488,Essence,Manuelle,112,5,Gris,1,23700
BMW,Serie 3,2021,62205,Diesel,Manuelle,223,5,Rouge,4,26200
BMW,X3,2015,163479,Essence,Manuelle,127,5,Vert,3,17600
Citroen,C3 Aircross,2016,146151,Diesel,Automatique,115,5,Argent,4,8800
Citroen,C4,2022,29321,Essence,Automatique,136,3,Vert,2,17800
BMW,Serie 1,2024,4830,Essence,Manuelle,210,5,Rouge,3,30800
Renault,Kadjar,2024,100,Hybride,Manuelle,81,3,Vert,2,27900
Renault,Kadjar,2016,103428,Diesel,Manuelle,126,5,Rouge,3,10800
Volkswagen,Tiguan,2019,99074,Electrique,Manuelle,89,5,Gris,2,16500
Peugeot,208,2016,113896,Hybride,Manuelle,104,5,Blanc,1,8300
Volkswagen,Golf,2023,9787,Hybride,Automatique,137,5,Rouge,1,29900
Renault,Megane,2021,47778,Electrique,Automatique,149,5,Blanc,2,18500
Peugeot,2008,2023,15369,Essence,Manuelle,91,5,Bleu,2,18600
Peugeot,3008,2016,133619,Essence,Manuelle,70,5,Noir,2,11000
Volkswagen,Passat,2016,119346,Hybride,Automatique,151,3,Bleu,3,18700
Renault,Clio,2015,120300,Essence,Automatique,85,5,Gris,1,6400
Mercedes,Classe A,2017,76276,Electrique,Manuelle,186,5,Bleu,1,18200
Toyota,Yaris,2015,182594,Diesel,Automatique,116,5,Bleu,2,7000
Renault,Clio,2018,122085,Essence,Manuelle,101,5,Argent,1,6900
BMW,X3,2018,124293,Essence,Automatique,231,5,Bleu,1,25100
Peugeot,5008,2022,39744,Diesel,Manuelle,167,5,Vert,3,21100
Toyota,C-HR,2024,100,Hybride,Manuelle,104,5,Noir,2,30000
Peugeot,5008,2015,115412,Essence,Automatique,70,5,Vert,1,10500
Volkswagen,T-Roc,2020,71189,Hybride,Automatique,104,5,Bleu,3,18300
BMW,X3,2023,13951,Essence,Manuelle,251,5,Gris,2,51600
Peugeot,3008,2023,10554,Hybride,Manuelle,78,5,Blanc,1,27600
Volkswagen,Polo,2020,88290,Essence,Manuelle,131,5,Gris,2,9500
Peugeot,2008,2022,39636,Essence,Manuelle,83,3,Argent,3,14700
Toyota,C-HR,2019,84519,Essence,Manuelle,109,5,Gris,2,13600
Audi,Q5,2019,69332,Essence,Manuelle,207,5,Vert,1,27600
Citroen,C3,2022,40379,Hybride,Automatique,110,5,Gris,1,14200
Citroen,C3 Aircross,2015,140684,Diesel,Automatique,101,5,Blanc,2,7800
Mercedes,GLA,2023,10822,Hybride,Manuelle,176,5,Rouge,1,42700
Mercedes,GLC,2022,10301,Electrique,Automatique,165,3,Gris,1,56500
Audi,A3,2020,54587,Electrique,Manuelle,148,5,Vert,1,25600
Audi,A1,2023,19623,Diesel,Automatique,175,5,Noir,3,23800
Renault,Captur,2023,16589,Hybride,Automatique,89,5,Vert,2,21100
Citroen,C4,2015,186615,Diesel,Automatique,70,5,Vert,1,8000
Peugeot,5008,2021,46154,Hybride,Manuelle,116,5,Rouge,1,25900
Audi,A3,2017,150680,Hybride,Manuelle,166,3,Argent,2,16700
BMW,Serie 1,2017,172653,Electrique,Manuelle,159,5,Vert,2,16800
Mercedes,GLA,2023,19147,Essence,Manuelle,272,3,Noir,1,43000
Citroen,C3,2017,99177,Essence,Automatique,147,5,Gris,2,8300
Citroen,C3,2023,17722,Essence,Manuelle,104,5,Noir,3,11600
Renault,Captur,2019,90835,Essence,Manuelle,96,5,Bleu,1,13100
BMW,Serie 1,2015,127744,Electrique,Automatique,294,5,Noir,1,17600
Renault,Captur,2020,82304,Diesel,Manuelle,119,5,Noir,3,13000
Toyota,Yaris,2017,98202,Essence,Manuelle,96,5,Vert,1,6800
BMW,X1,2022,26011,Essence,Manuelle,219,5,Rouge,2,35700
Audi,Q5,2018,32395,Essence,Automatique,242,3,Vert,2,32200
Renault,Kadjar,2019,81021,Diesel,Manuelle,139,5,Bleu,1,17300
Toyota,C-HR,2023,8927,Diesel,Automatique,94,5,Blanc,1,24100
Toyota,RAV4,2019,82229,Essence,Manuelle,115,5,Gris,3,20500
Peugeot,5008,2016,43388,Essence,Manuelle,101,5,Bleu,1,13000
Renault,Clio,2023,16513,Essence,Manuelle,125,5,Argent,2,14100
Peugeot,3008,2024,1175,Hybride,Manuelle,116,3,Vert,2,29400
Renault,Clio,2021,32294,Diesel,Automatique,70,5,Bleu,3,12200
Volkswagen,Polo,2015,154418,Diesel,Automatique,151,5,Vert,1,8400
Audi,A1,2021,72688,Essence,Manuelle,96,5,Noir,3,14100
BMW,Serie 3,2017,99810,Diesel,Automatique,178,5,Bleu,1,25400
Audi,A4,2020,56420,Diesel,Automatique,207,5,Noir,3,26300
BMW,Serie 3,2019,67526,Essence,Manuelle,172,5,Vert,3,21900
Toyota,Yaris,2021,60155,Diesel,Automatique,139,5,Vert,2,12200
Audi,A1,2019,99294,Essence,Manuelle,106,5,Noir,1,13200
Audi,A3,2023,7455,Essence,Manuelle,196,5,Vert,3,28200
Toyota,Yaris,2017,52747,Electrique,Automatique,114,5,Vert,1,11100
Peugeot,208,2020,27846,Essence,Automatique,120,5,Gris,3,12600
Renault,Megane,2023,15926,Diesel,Manuelle,70,5,Gris,2,18500
Citroen,C4,2016,153913,Essence,Automatique,115,5,Rouge,2,8900
Toyota,Yaris,2019,68571,Diesel,Automatique,179,5,Gris,2,11000
Mercedes,Classe C,2019,81863,Essence,Automatique,76,5,Argent,1,23600
Volkswagen,Golf,2018,86618,Essence,Manuelle,144,5,Noir,2,13300
Volkswagen,Tiguan,2016,86361,Essence,Manuelle,80,5,Rouge,3,11300
Mercedes,Classe C,2017,66897,Essence,Manuelle,288,5,Gris,1,27200
